ProdCodeId	dmdid	Term.from.EMIS	ProductName	Formulation	RouteOfAdministration	DrugSubstanceName	SubstanceStrength	BNFChapter	DrugIssues	Group
935441000033112	314211000001100	Moduret 25 tablets (Organon Pharma (UK) Ltd)	Moduret 25 tablets	Tablet	Oral	Amiloride hydrochloride/ Hydrochlorothiazide	2.500mg + 25.000mg	2020400	200000	Diuretic
935541000033113	453811000001103	Moduretic 5mg/50mg tablets (Merck Sharp & Dohme (UK) Ltd)	Moduretic 5mg/50mg tablets	Tablet	Oral	Amiloride hydrochloride/ Hydrochlorothiazide	5.000mg + 50.000mg	2020400	1000000	Diuretic
937341000033111	4542911000001104	Monozide 10 tablets (Wyeth Pharmaceuticals)	Monozide 10 tablets	Tablet	Oral	Bisoprolol fumarate/ Hydrochlorothiazide	10.000mg + 6.250mg		3000	B-blocker
939141000033118	349611000001108	Monocor 5mg tablets (Wyeth Pharmaceuticals)	Monocor 5mg tablets	Tablet	Oral	Bisoprolol fumarate	5.000mg		100000	B-blocker
939241000033113	329611000001106	Monocor 10mg tablets (Wyeth Pharmaceuticals)	Monocor 10mg tablets	Tablet	Oral	Bisoprolol fumarate	10.000mg		100000	B-blocker
953141000033119	456611000001108	Natrilix SR 1.5mg tablets (Servier Laboratories Ltd)	Natrilix SR 1.5mg tablets	Modified-release tablet	Oral	Indapamide	1.500mg	2020100	200000	Diuretic
955341000033117	321811000001109	Natrilix 2.5mg tablets (Servier Laboratories Ltd)	Natrilix 2.5mg tablets	Tablet	Oral	Indapamide hemihydrate	2.500mg	2020100	400000	Diuretic
955441000033111	487811000001100	Navidrex 500microgram tablets (Advanz Pharma)	Navidrex 500microgram tablets	Tablet	Oral	Cyclopenthiazide	500.000microgram	2020100	90000	Diuretic
956341000033113	318480001	Nadolol 40mg tablets	Nadolol 40mg tablets	Tablet	Oral	Nadolol	40.000mg		20000	B-blocker
956541000033118	318481002	Nadolol 80mg tablets	Nadolol 80mg tablets	Tablet	Oral	Nadolol	80.000mg	2040000	100000	B-blocker
956741000033114	535711000001100	Navispare 2.5mg/250microgram tablets (Advanz Pharma)	Navispare 2.5mg/250microgram tablets	Tablet	Oral	Amiloride hydrochloride/ Cyclopenthiazide	2.500mg + 250.000microgram	2020400	800000	Diuretic
965341000033114	817911000001100	Neo-Naclex 5mg tablets (Mercury Pharma Group Ltd)	Neo-Naclex 5mg tablets	Tablet	Oral	Bendroflumethiazide	5.000mg	2020100	30000	Diuretic
965441000033115	4549211000001100	Nephril 1mg tablets (Pfizer Ltd)	Nephril 1mg tablets	Tablet	Oral	Polythiazide	1.000mg		20000	Diuretic
967041000033118	3638211000001100	Neo-Naclex-K modified-release tablets (Mercury Pharma Group Ltd)	Neo-Naclex-K modified-release tablets	Modified-release tablet	Oral	Bendroflumethiazide/ Potassium chloride	2.500mg + 630.000mg		100000	Diuretic
1026041000033118	36023011000001104	Oxprenolol 160mg modified-release tablets	Oxprenolol 160mg modified-release tablets	Modified-release tablet	Oral	Oxprenolol hydrochloride	160.000mg	2040000	100000	B-blocker
1026141000033119	318483004	Oxprenolol 20mg tablets	Oxprenolol 20mg tablets	Tablet	Oral	Oxprenolol hydrochloride	20.000mg	2040000	50000	B-blocker
1026241000033114	318484005	Oxprenolol 40mg tablets	Oxprenolol 40mg tablets	Tablet	Oral	Oxprenolol hydrochloride	40.000mg	2040000	100000	B-blocker
1026341000033116	318485006	Oxprenolol 80mg tablets	Oxprenolol 80mg tablets	Tablet	Oral	Oxprenolol hydrochloride	80.000mg	2040000	80000	B-blocker
1027241000033112	NA	Oxprenolol Hydrochloride Tablets 160 mg							20000	B-blocker
1070341000033119	318745004	Phenoxybenzamine 10mg capsules	Phenoxybenzamine 10mg capsules	Capsule	Oral	Phenoxybenzamine hydrochloride	10.000mg	2050400	9000	Alpha blocker
1091141000033117	318513007	Pindolol 15mg tablets	Pindolol 15mg tablets	Tablet	Oral	Pindolol	15.000mg	2040000	8000	B-blocker
1091241000033112	318512002	Pindolol 5mg tablets	Pindolol 5mg tablets	Tablet	Oral	Pindolol	5.000mg	2040000	60000	B-blocker
1110141000033119	317967009	Polythiazide 1mg tablets	Polythiazide 1mg tablets	Tablet	Oral	Polythiazide	1.000mg		10000	Diuretic
1111441000033118	NA	Propranolol Hydrochloride Capsules 160 mg							20000	B-blocker
1112341000033115	NA	Propranolol Hydrochloride Capsules 80 mg							20000	B-blocker
1124041000033116	38751211000001104	Propranolol 160mg modified-release capsules	Propranolol 160mg modified-release capsules	Modified-release capsule	Oral	Propranolol hydrochloride	160.000mg	2040000	2000000	B-blocker
1125341000033118	35932311000001100	Propranolol 10mg/5ml oral solution sugar free	Propranolol 10mg/5ml oral solution sugar free	Oral solution	Oral	Propranolol hydrochloride	2.000mg/1.000ml	2040000	30000	B-blocker
1125441000033112	35932811000001104	Propranolol 5mg/5ml oral solution sugar free	Propranolol 5mg/5ml oral solution sugar free	Oral solution	Oral	Propranolol hydrochloride	1.000mg/1.000ml	2040000	20000	B-blocker
1125541000033113	35932711000001104	Propranolol 50mg/5ml oral solution sugar free	Propranolol 50mg/5ml oral solution sugar free	Oral solution	Oral	Propranolol hydrochloride	10.000mg/1.000ml	2040000	20000	B-blocker
1128041000033113	NA	Propranolol Hydrochloride M/R tablets 160 mg							40000	B-blocker
1128141000033112	NA	Prazosin Hydrochloride Starter pack							2000	Alpha blocker
1128241000033117	NA	Prazosin Hydrochloride Starter pack							4	Alpha blocker
1130041000033112	38751111000001104	Propranolol 80mg modified-release capsules	Propranolol 80mg modified-release capsules	Modified-release capsule	Oral	Propranolol hydrochloride	80.000mg	2040000	5000000	B-blocker
1131341000033118	318767003	Prazosin 500microgram tablets	Prazosin 500microgram tablets	Tablet	Oral	Prazosin hydrochloride	500.000microgram	7040100	200000	Alpha blocker
1131441000033112	318768008	Prazosin 1mg tablets	Prazosin 1mg tablets	Tablet	Oral	Prazosin hydrochloride	1.000mg	7040100	300000	Alpha blocker
1131541000033113	318769000	Prazosin 2mg tablets	Prazosin 2mg tablets	Tablet	Oral	Prazosin hydrochloride	2.000mg	7040100	200000	Alpha blocker
1131641000033114	318770004	Prazosin 5mg tablets	Prazosin 5mg tablets	Tablet	Oral	Prazosin hydrochloride	5.000mg	2050400	50000	Alpha blocker
1132741000033111	98411000001109	Prestim tablets (Meda Pharmaceuticals Ltd)	Prestim tablets	Tablet	Oral	Bendroflumethiazide/ Timolol maleate	2.500mg + 10.000mg	2040000	60000	B-blocker
1135041000033117	318352004	Propranolol 10mg tablets	Propranolol 10mg tablets	Tablet	Oral	Propranolol hydrochloride	10.000mg	2040000	6000000	B-blocker
1135141000033118	318355002	Propranolol 160mg tablets	Propranolol 160mg tablets	Tablet	Oral	Propranolol hydrochloride	160.000mg	2040000	60000	B-blocker
1135241000033113	318353009	Propranolol 40mg tablets	Propranolol 40mg tablets	Tablet	Oral	Propranolol hydrochloride	40.000mg	2040000	9000000	B-blocker
1135341000033115	318354003	Propranolol 80mg tablets	Propranolol 80mg tablets	Tablet	Oral	Propranolol hydrochloride	80.000mg	2040000	700000	B-blocker
1268141000033119	632811000001105	Sectral 100mg capsules (Neon Healthcare Ltd)	Sectral 100mg capsules	Capsule	Oral	Acebutolol hydrochloride	100.000mg	2040000	20000	B-blocker
1268241000033114	925711000001108	Sectral 200mg capsules (Neon Healthcare Ltd)	Sectral 200mg capsules	Capsule	Oral	Acebutolol hydrochloride	200.000mg	2040000	30000	B-blocker
1274641000033111	878911000001106	Secadrex 200mg/12.5mg tablets (Sanofi)	Secadrex 200mg/12.5mg tablets	Tablet	Oral	Acebutolol hydrochloride/ Hydrochlorothiazide	200.000mg + 12.500mg		20000	B-blocker
1278241000033118	298111000001105	Sectral 400mg tablets (Neon Healthcare Ltd)	Sectral 400mg tablets	Tablet	Oral	Acebutolol hydrochloride	400.000mg	2040000	20000	B-blocker
1347441000033114	473011000001107	Slow-Trasicor 160mg tablets (Advanz Pharma)	Slow-Trasicor 160mg tablets	Modified-release tablet	Oral	Oxprenolol hydrochloride	160.000mg	2040000	100000	B-blocker
1366041000033112	446211000001108	Sotacor 160mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)	Sotacor 160mg tablets	Tablet	Oral	Sotalol hydrochloride	160.000mg	2040000	20000	B-blocker
1366141000033111	463811000001109	Sotacor 80mg tablets (Neon Healthcare Ltd)	Sotacor 80mg tablets	Tablet	Oral	Sotalol hydrochloride	80.000mg	2040000	60000	B-blocker
1367141000033113	318528007	Sotalol 160mg tablets	Sotalol 160mg tablets	Tablet	Oral	Sotalol hydrochloride	160.000mg	2040000	100000	B-blocker
1367241000033118	318527002	Sotalol 200mg tablets	Sotalol 200mg tablets	Tablet	Oral	Sotalol hydrochloride	200.000mg	2040000	7000	B-blocker
1367441000033117	318525005	Sotalol 40mg tablets	Sotalol 40mg tablets	Tablet	Oral	Sotalol hydrochloride	40.000mg	2040000	2000000	B-blocker
1367541000033116	318526006	Sotalol 80mg tablets	Sotalol 80mg tablets	Tablet	Oral	Sotalol hydrochloride	80.000mg	2040000	2000000	B-blocker
1368341000033110	NA	Spironolactone Capsules 100 mg							10000	Spironolactone 
1371041000033112	8726511000001109	Spironolactone 25mg/5ml oral suspension	Spironolactone 25mg/5ml oral suspension	Oral suspension	Oral	Spironolactone	5.000mg/1.000ml		20000	Spironolactone 
1371141000033111	8726311000001103	Spironolactone 5mg/5ml oral suspension	Spironolactone 5mg/5ml oral suspension	Oral suspension	Oral	Spironolactone	1.000mg/1.000ml		8000	Spironolactone 
1371241000033116	8727311000001100	Spironolactone 10mg/5ml oral suspension	Spironolactone 10mg/5ml oral suspension	Oral suspension	Oral	Spironolactone	2.000mg/1.000ml		8000	Spironolactone 
1371341000033114	8726411000001105	Spironolactone 50mg/5ml oral suspension	Spironolactone 50mg/5ml oral suspension	Oral suspension	Oral	Spironolactone	10.000mg/1.000ml		20000	Spironolactone 
1374141000033113	318058009	Spironolactone 100mg tablets	Spironolactone 100mg tablets	Tablet	Oral	Spironolactone	100.000mg	2020300	1000000	Spironolactone 
1374241000033118	318056008	Spironolactone 25mg tablets	Spironolactone 25mg tablets	Tablet	Oral	Spironolactone	25.000mg	2020300	8000000	Spironolactone 
1374341000033111	318057004	Spironolactone 50mg tablets	Spironolactone 50mg tablets	Tablet	Oral	Spironolactone	50.000mg	2020300	2000000	Spironolactone 
1374541000033116	3411000001104	Spirospare 100 tablets (Ashbourne Pharmaceuticals Ltd)	Spirospare 100 tablets	Tablet	Oral	Spironolactone	100.000mg	2020300	1000	Spironolactone 
1414241000033117	721411000001106	Tenben 25mg/1.25mg capsules (Galen Ltd)	Tenben 25mg/1.25mg capsules	Capsule	Oral	Atenolol/ Bendroflumethiazide	25.000mg + 1.250mg		20000	B-blocker
1414941000033114	3142511000001102	Tenif 50mg/20mg modified-release capsules (AstraZeneca UK Ltd)	Tenif 50mg/20mg modified-release capsules	Modified-release capsule	Oral	Atenolol/ Nifedipine	50.000mg + 20.000mg	2040000	300000	B-blocker
1423641000033114	35915811000001104	Terazosin 2mg tablets and Terazosin 1mg tablets	Terazosin 2mg tablets and Terazosin 1mg tablets	Not applicable	Route of administration not applicable			2050400	6000	Alpha blocker
1423741000033117	NA	Terazosin Hydrochloride Starter pack 7 x 1 mg, 7 x 2 mg							300	Alpha blocker
1423841000033110	NA	Terazosin Hydrochloride Starter pack 7 x 1 mg, 14 x 2 mg, 7 x 5 mg							3000	Alpha blocker
1424541000033110	373311000001100	Tenormin 25mg/5ml syrup (AstraZeneca UK Ltd)	Tenormin 25mg/5ml syrup	Oral solution	Oral	Atenolol	5.000mg/1.000ml	2040000	7000	B-blocker
1425341000033119	318779003	Terazosin 2mg tablets	Terazosin 2mg tablets	Tablet	Oral	Terazosin hydrochloride	2.000mg	7040100	200000	Alpha blocker
1425441000033113	439411000001104	Tenchlor 50mg/12.5mg tablets (Teva UK Ltd)	Tenchlor 50mg/12.5mg tablets	Tablet	Oral	Atenolol/ Chlortalidone	50.000mg + 12.500mg		1000	B-blocker
1425541000033114	298311000001107	Tenchlor 100mg/25mg tablets (Teva UK Ltd)	Tenchlor 100mg/25mg tablets	Tablet	Oral	Atenolol/ Chlortalidone	100.000mg + 25.000mg		2000	B-blocker
1426241000033117	825011000001103	Tenoret 50mg/12.5mg tablets (AstraZeneca UK Ltd)	Tenoret 50mg/12.5mg tablets	Tablet	Oral	Atenolol/ Chlortalidone	50.000mg + 12.500mg	2040000	600000	B-blocker
1426341000033110	288711000001105	Tenoretic 100mg/25mg tablets (AstraZeneca UK Ltd)	Tenoretic 100mg/25mg tablets	Tablet	Oral	Atenolol/ Chlortalidone	100.000mg + 25.000mg	2040000	1000000	B-blocker
1426441000033116	162411000001102	Tenormin 100mg tablets (AstraZeneca UK Ltd)	Tenormin 100mg tablets	Tablet	Oral	Atenolol	100.000mg	2040000	500000	B-blocker
1426541000033115	423911000001107	Tenormin LS 50mg tablets (AstraZeneca UK Ltd)	Tenormin LS 50mg tablets	Tablet	Oral	Atenolol	50.000mg	2040000	700000	B-blocker
1428741000033112	317111000001101	Tenormin 25mg tablets (AstraZeneca UK Ltd)	Tenormin 25mg tablets	Tablet	Oral	Atenolol	25.000mg	2040000	200000	B-blocker
1429041000033118	318777001	Terazosin 10mg tablets	Terazosin 10mg tablets	Tablet	Oral	Terazosin hydrochloride	10.000mg	7040100	100000	Alpha blocker
1429141000033119	318776005	Terazosin 5mg tablets	Terazosin 5mg tablets	Tablet	Oral	Terazosin hydrochloride	5.000mg	7040100	300000	Alpha blocker
1444541000033113	318534000	Timolol 10mg tablets	Timolol 10mg tablets	Tablet	Oral	Timolol maleate	10.000mg	2040000	200000	B-blocker
1449841000033111	3700811000001100	Torem 10mg tablets (Viatris UK Healthcare Ltd)	Torem 10mg tablets	Tablet	Oral	Torasemide	10.000mg	2020200	2000	Diuretic
1449941000033115	3699711000001107	Torem 2.5mg tablets (Viatris UK Healthcare Ltd)	Torem 2.5mg tablets	Tablet	Oral	Torasemide	2.500mg	2020200	2000	Diuretic
1450041000033112	3700311000001109	Torem 5mg tablets (Viatris UK Healthcare Ltd)	Torem 5mg tablets	Tablet	Oral	Torasemide	5.000mg	2020200	7000	Diuretic
1450141000033111	318042006	Torasemide 10mg tablets	Torasemide 10mg tablets	Tablet	Oral	Torasemide	10.000mg	2020200	50000	Diuretic
1450241000033116	318040003	Torasemide 2.5mg tablets	Torasemide 2.5mg tablets	Tablet	Oral	Torasemide	2.500mg	2020200	30000	Diuretic
1450341000033114	318041004	Torasemide 5mg tablets	Torasemide 5mg tablets	Tablet	Oral	Torasemide	5.000mg	2020200	70000	Diuretic
1468141000033118	721311000001104	Triamaxco 50mg/25mg tablets (Ashbourne Pharmaceuticals Ltd)	Triamaxco 50mg/25mg tablets	Tablet	Oral	Hydrochlorothiazide/ Triamterene	25.000mg + 50.000mg	2020400	10000	Diuretic
1469641000033119	3379011000001106	Trasicor 20mg tablets (Amdipharm Plc)	Trasicor 20mg tablets	Tablet	Oral	Oxprenolol hydrochloride	20.000mg		20000	B-blocker
1469741000033111	592911000001104	Trasicor 40mg tablets (Amdipharm Plc)	Trasicor 40mg tablets	Tablet	Oral	Oxprenolol hydrochloride	40.000mg		60000	B-blocker
1469841000033118	568511000001106	Trasicor 80mg tablets (Amdipharm Plc)	Trasicor 80mg tablets	Tablet	Oral	Oxprenolol hydrochloride	80.000mg		40000	B-blocker
1469941000033114	3444411000001107	Trasidrex modified-release tablets (Mercury Pharma Group Ltd)	Trasidrex modified-release tablets	Modified-release tablet	Oral	Cyclopenthiazide/ Oxprenolol hydrochloride	250.000microgram + 160.000mg		100000	B-blocker
1470341000033112	191211000001106	Triam-Co 50mg/25mg tablets (IVAX Pharmaceuticals UK Ltd)	Triam-Co 50mg/25mg tablets	Tablet	Oral	Hydrochlorothiazide/ Triamterene	25.000mg + 50.000mg	2020400	30000	Diuretic
1495441000033116	898211000001109	Urizide 5mg tablets (Dr Reddy's Laboratories (UK) Ltd)	Urizide 5mg tablets	Tablet	Oral	Bendroflumethiazide	5.000mg		1	Diuretic
1523941000033114	3638411000001101	Viskaldix tablets (Advanz Pharma)	Viskaldix tablets	Tablet	Oral	Clopamide/ Pindolol	5.000mg + 10.000mg	2040000	40000	B-blocker
1524041000033111	3706111000001105	Visken 5mg tablets (Advanz Pharma)	Visken 5mg tablets	Tablet	Oral	Pindolol	5.000mg	2040000	6000	B-blocker
1525141000033111	3887411000001101	Visken 15mg tablets (Advanz Pharma)	Visken 15mg tablets	Tablet	Oral	Pindolol	15.000mg	2040000	2000	B-blocker
1543941000033111	317970008	Xipamide 20mg tablets	Xipamide 20mg tablets	Tablet	Oral	Xipamide	20.000mg	2020100	70000	Diuretic
1551841000033118	3144311000001101	Zestoretic 10 tablets (AstraZeneca UK Ltd)	Zestoretic 10 tablets	Tablet	Oral	Hydrochlorothiazide/ Lisinopril	12.500mg + 10.000mg	2050501	100000	Diuretic
1552341000033118	3143111000001100	Zestoretic 20 tablets (AstraZeneca UK Ltd)	Zestoretic 20 tablets	Tablet	Oral	Hydrochlorothiazide/ Lisinopril	12.500mg + 20.000mg	2050501	300000	Diuretic
1581241000033110	318633000	Carvedilol 3.125mg tablets	Carvedilol 3.125mg tablets	Tablet	Oral	Carvedilol	3.125mg	2040000	600000	B-blocker
1581341000033117	318635007	Carvedilol 6.25mg tablets	Carvedilol 6.25mg tablets	Tablet	Oral	Carvedilol	6.250mg	2040000	600000	B-blocker
1608941000033115	873111000001104	Eucardic 3.125mg tablets (Roche Products Ltd)	Eucardic 3.125mg tablets	Tablet	Oral	Carvedilol	3.125mg		3000	B-blocker
1609041000033112	690511000001101	Eucardic 6.25mg tablets (Roche Products Ltd)	Eucardic 6.25mg tablets	Tablet	Oral	Carvedilol	6.250mg		3000	B-blocker
1611441000033117	331311000001103	Froop Co 5mg/40mg tablets (Ashbourne Pharmaceuticals Ltd)	Froop Co 5mg/40mg tablets	Tablet	Oral	Amiloride hydrochloride/ Furosemide	5.000mg + 40.000mg	2020400	2000	Diuretic
1731541000033115	602811000001100	Frusol 20mg/5ml oral solution (Rosemont Pharmaceuticals Ltd)	Frusol 20mg/5ml oral solution	Oral solution	Oral	Furosemide	4.000mg/1.000ml	2020200	7000	Diuretic
1731641000033119	494811000001105	Frusol 40mg/5ml oral solution (Rosemont Pharmaceuticals Ltd)	Frusol 40mg/5ml oral solution	Oral solution	Oral/ Gastroenteral	Furosemide	8.000mg/1.000ml	2020200	20000	Diuretic
1731741000033111	855611000001109	Frusol 50mg/5ml oral solution (Rosemont Pharmaceuticals Ltd)	Frusol 50mg/5ml oral solution	Oral solution	Oral	Furosemide	10.000mg/1.000ml	2020200	4000	Diuretic
1750241000033113	8672711000001106	Propranolol 40mg/5ml oral solution	Propranolol 40mg/5ml oral solution	Oral solution	Oral	Propranolol hydrochloride	8.000mg/1.000ml		4000	B-blocker
1796041000033113	39701211000001104	Nebivolol 5mg tablets	Nebivolol 5mg tablets	Tablet	Oral	Nebivolol hydrochloride	5.000mg	2040000	2000000	B-blocker
1796141000033112	726011000001109	Nebilet 5mg tablets (A. Menarini Farmaceutica Internazionale SRL)	Nebilet 5mg tablets	Tablet	Oral	Nebivolol hydrochloride	5.000mg	2040000	50000	B-blocker
1893141000033119	318806002	Co-zidocapt 12.5mg/25mg tablets	Co-zidocapt 12.5mg/25mg tablets	Tablet	Oral	Captopril/ Hydrochlorothiazide	25.000mg + 12.500mg	2050501	3000	Diuretic
1893241000033114	318807006	Co-zidocapt 25mg/50mg tablets	Co-zidocapt 25mg/50mg tablets	Tablet	Oral	Captopril/ Hydrochlorothiazide	50.000mg + 25.000mg	2050501	30000	Diuretic
1903541000033116	318096005	Amiloride 2.5mg / Cyclopenthiazide 250microgram tablets	Amiloride 2.5mg / Cyclopenthiazide 250microgram tablets	Tablet	Oral	Amiloride hydrochloride/ Cyclopenthiazide	2.500mg + 250.000microgram	2020400	200000	Diuretic
1951641000033111	318604001	Bisoprolol 1.25mg tablets	Bisoprolol 1.25mg tablets	Tablet	Oral	Bisoprolol fumarate	1.250mg	2040000	10000000	B-blocker
1951741000033119	318605000	Bisoprolol 2.5mg tablets	Bisoprolol 2.5mg tablets	Tablet	Oral	Bisoprolol fumarate	2.500mg	2040000	20000000	B-blocker
1951841000033112	318606004	Bisoprolol 3.75mg tablets	Bisoprolol 3.75mg tablets	Tablet	Oral	Bisoprolol fumarate	3.750mg	2040000	2000000	B-blocker
1951941000033116	318607008	Bisoprolol 7.5mg tablets	Bisoprolol 7.5mg tablets	Tablet	Oral	Bisoprolol fumarate	7.500mg	2040000	2000000	B-blocker
1952241000033119	712511000001106	Cardicor 1.25mg tablets (Merck Serono Ltd)	Cardicor 1.25mg tablets	Tablet	Oral	Bisoprolol fumarate	1.250mg	2040000	30000	B-blocker
1952341000033112	628711000001102	Cardicor 2.5mg tablets (Merck Serono Ltd)	Cardicor 2.5mg tablets	Tablet	Oral	Bisoprolol fumarate	2.500mg	2040000	100000	B-blocker
1952441000033118	823111000001103	Cardicor 3.75mg tablets (Merck Serono Ltd)	Cardicor 3.75mg tablets	Tablet	Oral	Bisoprolol fumarate	3.750mg	2040000	9000	B-blocker
1952541000033117	19711000001106	Cardicor 5mg tablets (Merck Serono Ltd)	Cardicor 5mg tablets	Tablet	Oral	Bisoprolol fumarate	5.000mg	2040000	30000	B-blocker
1952641000033116	404511000001105	Cardicor 7.5mg tablets (Merck Serono Ltd)	Cardicor 7.5mg tablets	Tablet	Oral	Bisoprolol fumarate	7.500mg	2040000	7000	B-blocker
1952741000033113	890111000001100	Cardicor 10mg tablets (Merck Serono Ltd)	Cardicor 10mg tablets	Tablet	Oral	Bisoprolol fumarate	10.000mg	2040000	10000	B-blocker
2011541000033114	8727611000001105	Spironolactone 100mg/5ml oral suspension	Spironolactone 100mg/5ml oral suspension	Oral suspension	Oral	Spironolactone	20.000mg/1.000ml		2000	Spironolactone 
2216141000033115	792411000001108	CoAprovel 150mg/12.5mg tablets (Sanofi)	CoAprovel 150mg/12.5mg tablets	Tablet	Oral	Hydrochlorothiazide/ Irbesartan	12.500mg + 150.000mg	2050502	60000	Diuretic
2216241000033110	682711000001109	CoAprovel 300mg/12.5mg tablets (Sanofi)	CoAprovel 300mg/12.5mg tablets	Tablet	Oral	Hydrochlorothiazide/ Irbesartan	12.500mg + 300.000mg	2050502	80000	Diuretic
2267441000033110	295911000001102	Syprol 5mg/5ml oral solution (Rosemont Pharmaceuticals Ltd)	Syprol 5mg/5ml oral solution	Oral solution	Oral	Propranolol hydrochloride	1.000mg/1.000ml	2040000	800	B-blocker
2267541000033111	28711000001109	Syprol 10mg/5ml oral solution (Rosemont Pharmaceuticals Ltd)	Syprol 10mg/5ml oral solution	Oral solution	Oral	Propranolol hydrochloride	2.000mg/1.000ml	2040000	700	B-blocker
2267641000033112	823311000001101	Syprol 50mg/5ml oral solution (Rosemont Pharmaceuticals Ltd)	Syprol 50mg/5ml oral solution	Oral solution	Oral	Propranolol hydrochloride	10.000mg/1.000ml	2040000	600	B-blocker
2273841000033111	39020411000001104	Doxazosin 4mg modified-release tablets	Doxazosin 4mg modified-release tablets	Modified-release tablet	Oral	Doxazosin mesilate	4.000mg	7040100	3000000	Alpha blocker
2273941000033115	39021111000001104	Doxazosin 8mg modified-release tablets	Doxazosin 8mg modified-release tablets	Modified-release tablet	Oral	Doxazosin mesilate	8.000mg	7040100	3000000	Alpha blocker
2274041000033118	123911000001106	Cardura XL 4mg tablets (Viatris UK Healthcare Ltd)	Cardura XL 4mg tablets	Modified-release tablet	Oral	Doxazosin mesilate	4.000mg	7040100	200000	Alpha blocker
2274141000033119	873411000001109	Cardura XL 8mg tablets (Viatris UK Healthcare Ltd)	Cardura XL 8mg tablets	Modified-release tablet	Oral	Doxazosin mesilate	8.000mg	7040100	100000	Alpha blocker
2616041000033116	8668211000001107	Metoprolol 12.5mg/5ml oral solution	Metoprolol 12.5mg/5ml oral solution	Oral solution	Oral	Metoprolol tartrate	2.500mg/1.000ml		6000	B-blocker
2638041000033110	501211000001103	Bipranix 5mg tablets (Ashbourne Pharmaceuticals Ltd)	Bipranix 5mg tablets	Tablet	Oral	Bisoprolol fumarate	5.000mg	2040000	100	B-blocker
2638141000033114	405411000001107	Bipranix 10mg tablets (Ashbourne Pharmaceuticals Ltd)	Bipranix 10mg tablets	Tablet	Oral	Bisoprolol fumarate	10.000mg	2040000	50	B-blocker
2711841000033114	573711000001104	Bedranol SR 80mg capsules (Sandoz Ltd)	Bedranol SR 80mg capsules	Modified-release capsule	Oral	Propranolol hydrochloride	80.000mg	2040000	10000	B-blocker
2739541000033117	562511000001109	Coversyl Plus tablets (Servier Laboratories Ltd)	Coversyl Plus tablets	Tablet	Oral	Indapamide/ Perindopril erbumine	1.250mg + 4.000mg	2050501	50000	Diuretic
2746441000033111	8529611000001101	Hydrochlorothiazide 50mg/5ml oral solution	Hydrochlorothiazide 50mg/5ml oral solution	Oral solution	Oral	Hydrochlorothiazide	10.000mg/1.000ml		300	Diuretic
2757941000033118	8671511000001109	Phenoxybenzamine 25mg/5ml oral suspension	Phenoxybenzamine 25mg/5ml oral suspension	Oral suspension	Oral	Phenoxybenzamine hydrochloride	5.000mg/1.000ml		4	Alpha blocker
2760041000033110	904511000001107	Cascor 2mg tablets (Ranbaxy (UK) Ltd)	Cascor 2mg tablets	Tablet	Oral	Doxazosin mesilate	2.000mg		600	Alpha blocker
2760141000033114	179311000001107	Cascor 4mg tablets (Ranbaxy (UK) Ltd)	Cascor 4mg tablets	Tablet	Oral	Doxazosin mesilate	4.000mg		1000	Alpha blocker
2802041000033113	544711000001103	Soloc 10mg tablets (Mercury Pharma Group Ltd)	Soloc 10mg tablets	Tablet	Oral	Bisoprolol fumarate	10.000mg	2040000	1	B-blocker
2839841000033118	2899211000001100	Rapranol SR 160mg capsules (Ranbaxy (UK) Ltd)	Rapranol SR 160mg capsules	Modified-release capsule	Oral	Propranolol hydrochloride	160.000mg		2000	B-blocker
2839941000033114	2899011000001105	Rapranol SR 80mg capsules (Ranbaxy (UK) Ltd)	Rapranol SR 80mg capsules	Modified-release capsule	Oral	Propranolol hydrochloride	80.000mg		4000	B-blocker
2864241000033110	3806311000001109	MicardisPlus 40mg/12.5mg tablets (Boehringer Ingelheim Ltd)	MicardisPlus 40mg/12.5mg tablets	Tablet	Oral	Hydrochlorothiazide/ Telmisartan	12.500mg + 40.000mg	2050502	20000	Diuretic
2864341000033117	3806911000001105	MicardisPlus 80mg/12.5mg tablets (Boehringer Ingelheim Ltd)	MicardisPlus 80mg/12.5mg tablets	Tablet	Oral	Hydrochlorothiazide/ Telmisartan	12.500mg + 80.000mg	2050502	30000	Diuretic
2866041000033110	9105811000001100	Vivacor 5mg tablets (Lexon (UK) Ltd)	Vivacor 5mg tablets	Tablet	Oral	Bisoprolol fumarate	5.000mg	2040000	10	B-blocker
2866141000033114	9739311000001104	Vivacor 10mg tablets (Lexon (UK) Ltd)	Vivacor 10mg tablets	Tablet	Oral	Bisoprolol fumarate	10.000mg	2040000	10	B-blocker
2929141000033117	240711000001100	Slo-Pro 160mg capsules (Viatris UK Healthcare Ltd)	Slo-Pro 160mg capsules	Modified-release capsule	Oral	Propranolol hydrochloride	160.000mg	2040000	1	B-blocker
2955941000033119	485311000001101	Urizide 2.5mg tablets (Dr Reddy's Laboratories (UK) Ltd)	Urizide 2.5mg tablets	Tablet	Oral	Bendroflumethiazide	2.500mg		3	Diuretic
2957941000033110	4857511000001108	Doxadura 1mg tablets (Dexcel-Pharma Ltd)	Doxadura 1mg tablets	Tablet	Oral	Doxazosin mesilate	1.000mg	7040100	30000	Alpha blocker
