ProdCodeId	dmdid	Term.from.EMIS	ProductName	Formulation	RouteOfAdministration	DrugSubstanceName	SubstanceStrength	BNFChapter	DrugIssues	Group	Name	Class
775541000033116	318970006	Irbesartan 300mg tablets	Irbesartan 300mg tablets	Tablet	Oral	Irbesartan	300.000mg	2050502	4000000	Mono	Irbesartan	ARB
775641000033115	318968002	Irbesartan 75mg tablets	Irbesartan 75mg tablets	Tablet	Oral	Irbesartan	75.000mg	2050502	2000000	Mono	Irbesartan	ARB
784641000033112	319280009	Isradipine 2.5mg tablets	Isradipine 2.5mg tablets	Tablet	Oral	Isradipine	2.500mg	2060200	40000	Mono	Isradipine	CCB
787941000033112	172711000001100	Istin 5mg tablets (Viatris UK Healthcare Ltd)	Istin 5mg tablets	Tablet	Oral	Amlodipine	5.000mg	2060200	600000	Mono	Amlodipine	CCB
788041000033110	408111000001107	Istin 10mg tablets (Viatris UK Healthcare Ltd)	Istin 10mg tablets	Tablet	Oral	Amlodipine	10.000mg	2060200	300000	Mono	Amlodipine	CCB
817541000033119	319300008	Lacidipine 2mg tablets	Lacidipine 2mg tablets	Tablet	Oral	Lacidipine	2.000mg	2060200	1000000	Mono	Lacidipine	CCB
817641000033118	319301007	Lacidipine 4mg tablets	Lacidipine 4mg tablets	Tablet	Oral	Lacidipine	4.000mg	2060200	2000000	Mono	Lacidipine	CCB
825941000033112	319316005	Lercanidipine 10mg tablets	Lercanidipine 10mg tablets	Tablet	Oral	Lercanidipine hydrochloride	10.000mg	2060200	6000000	Mono	Lercanidipine	CCB
837841000033110	318859000	Lisinopril 10mg tablets	Lisinopril 10mg tablets	Tablet	Oral	Lisinopril	10.000mg	2050501	10000000	ever exclusion	Lisinopril	ACE
837941000033119	318857003	Lisinopril 2.5mg tablets	Lisinopril 2.5mg tablets	Tablet	Oral	Lisinopril	2.500mg	2050501	6000000	ever exclusion	Lisinopril	ACE
838041000033116	318860005	Lisinopril 20mg tablets	Lisinopril 20mg tablets	Tablet	Oral	Lisinopril	20.000mg	2050501	20000000	ever exclusion	Lisinopril	ACE
838141000033117	318858008	Lisinopril 5mg tablets	Lisinopril 5mg tablets	Tablet	Oral	Lisinopril	5.000mg	2050501	10000000	ever exclusion	Lisinopril	ACE
851841000033117	318955005	Losartan 25mg tablets	Losartan 25mg tablets	Tablet	Oral	Losartan potassium	25.000mg	2050502	6000000	Mono	Losartan	ARB
851941000033113	318956006	Losartan 50mg tablets	Losartan 50mg tablets	Tablet	Oral	Losartan potassium	50.000mg	2050502	10000000	Mono	Losartan	ARB
937041000033114	910911000001108	Motens 2mg tablets (GlaxoSmithKline UK Ltd)	Motens 2mg tablets	Tablet	Oral	Lacidipine	2.000mg	2060200	70000	Mono	Lacidipine	CCB
937141000033113	333011000001100	Motens 4mg tablets (GlaxoSmithKline UK Ltd)	Motens 4mg tablets	Tablet	Oral	Lacidipine	4.000mg	2060200	70000	Mono	Lacidipine	CCB
938041000033113	318935009	Moexipril 15mg tablets	Moexipril 15mg tablets	Tablet	Oral	Moexipril hydrochloride	15.000mg	2050501	2000	ever exclusion	Moexipril	ACE
938141000033112	318934008	Moexipril 7.5mg tablets	Moexipril 7.5mg tablets	Tablet	Oral	Moexipril hydrochloride	7.500mg	2050501	2000	ever exclusion	Moexipril	ACE
967141000033119	319218009	Nicardipine 30mg capsules	Nicardipine 30mg capsules	Capsule	Oral	Nicardipine hydrochloride	30.000mg	2060200	100000	Mono	Nicardipine	CCB
967241000033114	319223009	Nifedipine 10mg capsules	Nifedipine 10mg capsules	Capsule	Oral	Nifedipine	10.000mg	2060200	800000	Mono	Nifedipine	CCB
967341000033116	319222004	Nifedipine 5mg capsules	Nifedipine 5mg capsules	Capsule	Oral	Nifedipine	5.000mg	2060200	800000	Mono	Nifedipine	CCB
967741000033115	319217004	Nicardipine 20mg capsules	Nicardipine 20mg capsules	Capsule	Oral	Nicardipine hydrochloride	20.000mg	2060200	200000	Mono	Nicardipine	CCB
970741000033110	36031711000001104	Nimodipine 10mg/50ml solution for infusion vials	Nimodipine 10mg/50ml solution for infusion vials	Solution for infusion	Intravenous	Nimodipine	200.000microgram/1.000ml	2060200	1	6 month exclusion	Nimodipine	CCB
970941000033113	39022811000001112	Nifedipine 20mg modified-release tablets	Nifedipine 20mg modified-release tablets	Modified-release tablet	Oral	Nifedipine	20.000mg	2060200	2000000	Mono	Nifedipine	CCB
971141000033116	39022911000001104	Nifedipine 10mg modified-release capsules	Nifedipine 10mg modified-release capsules	Modified-release capsule	Oral	Nifedipine	10.000mg	2060200	800000	Mono	Nifedipine	CCB
971241000033111	39111711000001104	Nifedipine 30mg modified-release tablets	Nifedipine 30mg modified-release tablets	Modified-release tablet	Oral	Nifedipine	30.000mg	2060200	1000000	Mono	Nifedipine	CCB
971341000033118	39022611000001104	Nifedipine 60mg modified-release tablets	Nifedipine 60mg modified-release tablets	Modified-release tablet	Oral	Nifedipine	60.000mg	2060200	400000	Mono	Nifedipine	CCB
971441000033112	39021711000001104	Nicardipine 30mg modified-release capsules	Nicardipine 30mg modified-release capsules	Modified-release capsule	Oral	Nicardipine hydrochloride	30.000mg	2060200	80000	Mono	Nicardipine	CCB
971541000033113	39021811000001104	Nicardipine 45mg modified-release capsules	Nicardipine 45mg modified-release capsules	Modified-release capsule	Oral	Nicardipine hydrochloride	45.000mg	2060200	40000	Mono	Nicardipine	CCB
971841000033110	39022711000001104	Nifedipine 10mg modified-release tablets	Nifedipine 10mg modified-release tablets	Modified-release tablet	Oral	Nifedipine	10.000mg	2060200	1000000	Mono	Nifedipine	CCB
972141000033112	36031811000001104	Nisoldipine 10mg modified-release tablets	Nisoldipine 10mg modified-release tablets	Modified-release tablet	Oral	Nisoldipine	10.000mg		4000	Mono	Nisoldipine	CCB
972241000033117	36031911000001104	Nisoldipine 20mg modified-release tablets	Nisoldipine 20mg modified-release tablets	Modified-release tablet	Oral	Nisoldipine	20.000mg		2000	Mono	Nisoldipine	CCB
972341000033110	36032011000001112	Nisoldipine 30mg modified-release tablets	Nisoldipine 30mg modified-release tablets	Modified-release tablet	Oral	Nisoldipine	30.000mg		400	Mono	Nisoldipine	CCB
972441000033116	39107611000001104	Nifedipine 40mg modified-release tablets	Nifedipine 40mg modified-release tablets	Modified-release tablet	Oral	Nifedipine	40.000mg	2060200	90000	Mono	Nifedipine	CCB
974141000033119	39022511000001104	Nifedipine 20mg modified-release capsules	Nifedipine 20mg modified-release capsules	Modified-release capsule	Oral	Nifedipine	20.000mg	2060200	800000	Mono	Nifedipine	CCB
974941000033117	NA	Nifedipine Tablets 20 mg							100000	Mono	Nifedipine	CCB
977341000033113	NA	Nifedipine Tablets 10 mg							200000	Mono	Nifedipine	CCB
977441000033119	323273000	Nimodipine 30mg tablets	Nimodipine 30mg tablets	Tablet	Oral	Nimodipine	30.000mg	2060200	6000	6 month exclusion	Nimodipine	CCB
977641000033117	NA	Nifedipine Tablets 10 mg							6000	Mono	Nifedipine	CCB
977741000033114	3879211000001104	Nimotop 30mg tablets (Bayer Plc)	Nimotop 30mg tablets	Tablet	Oral	Nimodipine	30.000mg	2060200	800	6 month exclusion	Nimodipine	CCB
998541000033110	432911000001102	Odrik 1mg capsules (Aventis Pharma)	Odrik 1mg capsules	Capsule	Oral	Trandolapril	1.000mg		10	ever exclusion	Trandolapril	ACE
998641000033111	140511000001108	Odrik 2mg capsules (Aventis Pharma)	Odrik 2mg capsules	Capsule	Oral	Trandolapril	2.000mg		100	ever exclusion	Trandolapril	ACE
998741000033119	227511000001106	Odrik 500microgram capsules (Aventis Pharma)	Odrik 500microgram capsules	Capsule	Oral	Trandolapril	500.000microgram		6	ever exclusion	Trandolapril	ACE
1065941000033115	4040311000001101	Perdix 15mg tablets (UCB Pharma Ltd)	Perdix 15mg tablets	Tablet	Oral	Moexipril hydrochloride	15.000mg	2050501	100	ever exclusion	Moexipril	ACE
1066041000033113	4041111000001109	Perdix 7.5mg tablets (UCB Pharma Ltd)	Perdix 7.5mg tablets	Tablet	Oral	Moexipril hydrochloride	7.500mg	2050501	200	ever exclusion	Moexipril	ACE
1067841000033115	318896009	Perindopril erbumine 2mg tablets	Perindopril erbumine 2mg tablets	Tablet	Oral	Perindopril erbumine	2.000mg	2050501	10000000	ever exclusion	Perindopril	ACE
1067941000033111	318897000	Perindopril erbumine 4mg tablets	Perindopril erbumine 4mg tablets	Tablet	Oral	Perindopril erbumine	4.000mg	2050501	20000000	ever exclusion	Perindopril	ACE
1093941000033116	562711000001104	Plendil 2.5mg modified-release tablets (AstraZeneca UK Ltd)	Plendil 2.5mg modified-release tablets	Modified-release tablet	Oral	Felodipine	2.500mg	2060200	60000	Mono	Felodipine	CCB
1094041000033119	48511000001101	Plendil 10mg modified-release tablets (AstraZeneca UK Ltd)	Plendil 10mg modified-release tablets	Modified-release tablet	Oral	Felodipine	10.000mg	2060200	70000	Mono	Felodipine	CCB
1094141000033115	490211000001101	Plendil 5mg modified-release tablets (AstraZeneca UK Ltd)	Plendil 5mg modified-release tablets	Modified-release tablet	Oral	Felodipine	5.000mg	2060200	100000	Mono	Felodipine	CCB
1140241000033117	3689711000001108	Prescal 2.5mg tablets (Novartis Pharmaceuticals UK Ltd)	Prescal 2.5mg tablets	Tablet	Oral	Isradipine	2.500mg		10000	Mono	Isradipine	CCB
1149241000033111	318885001	Quinapril 5mg tablets	Quinapril 5mg tablets	Tablet	Oral	Quinapril hydrochloride	5.000mg	2050501	100000	ever exclusion	Quinapril	ACE
1149341000033118	318886000	Quinapril 10mg tablets	Quinapril 10mg tablets	Tablet	Oral	Quinapril hydrochloride	10.000mg	2050501	200000	ever exclusion	Quinapril	ACE
1149441000033112	318887009	Quinapril 20mg tablets	Quinapril 20mg tablets	Tablet	Oral	Quinapril hydrochloride	20.000mg	2050501	300000	ever exclusion	Quinapril	ACE
1149541000033113	318894007	Quinapril 40mg tablets	Quinapril 40mg tablets	Tablet	Oral	Quinapril hydrochloride	40.000mg	2050501	200000	ever exclusion	Quinapril	ACE
1151341000033117	318900007	Ramipril 1.25mg capsules	Ramipril 1.25mg capsules	Capsule	Oral	Ramipril	1.250mg	2050501	10000000	ever exclusion	Ramipril	ACE
1151441000033111	318901006	Ramipril 2.5mg capsules	Ramipril 2.5mg capsules	Capsule	Oral	Ramipril	2.500mg	2050501	20000000	ever exclusion	Ramipril	ACE
1151541000033112	318902004	Ramipril 5mg capsules	Ramipril 5mg capsules	Capsule	Oral	Ramipril	5.000mg	2050501	30000000	ever exclusion	Ramipril	ACE
1271741000033116	4399811000001108	Securon IV 5mg/2ml solution for injection ampoules (Viatris UK Healthcare Ltd)	Securon IV 5mg/2ml solution for injection ampoules	Solution for injection	Intravenous	Verapamil hydrochloride	2.500mg/1.000ml	2060200	3	Mono	Verapamil	Verapamil
1274741000033119	140411000001109	Securon 120mg tablets (Abbott Laboratories Ltd)	Securon 120mg tablets	Tablet	Oral	Verapamil hydrochloride	120.000mg		20000	Mono	Verapamil	Verapamil
1275141000033117	540111000001108	Securon SR 240mg tablets (Viatris UK Healthcare Ltd)	Securon SR 240mg tablets	Modified-release tablet	Oral	Verapamil hydrochloride	240.000mg	2060200	500000	Mono	Verapamil	Verapamil
1346441000033111	130211000001109	Slozem 120mg capsules (Zentiva Pharma UK Ltd)	Slozem 120mg capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	120.000mg	2060200	400000	6 month exclusion	Diltiazem	CCB
1346541000033112	119211000001108	Slozem 180mg capsules (Zentiva Pharma UK Ltd)	Slozem 180mg capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	180.000mg	2060200	400000	6 month exclusion	Diltiazem	CCB
1346641000033113	599811000001104	Slozem 240mg capsules (Zentiva Pharma UK Ltd)	Slozem 240mg capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	240.000mg	2060200	400000	6 month exclusion	Diltiazem	CCB
1387341000033114	462511000001104	Staril 10mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)	Staril 10mg tablets	Tablet	Oral	Fosinopril sodium	10.000mg		60000	ever exclusion	Fosinopril	ACE
1387441000033115	348111000001107	Staril 20mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)	Staril 20mg tablets	Tablet	Oral	Fosinopril sodium	20.000mg		40000	ever exclusion	Fosinopril	ACE
1401341000033110	3877011000001100	Syscor MR 10 tablets (Forest Laboratories UK Ltd)	Syscor MR 10 tablets	Modified-release tablet	Oral	Nisoldipine	10.000mg		400	Mono	Nisoldipine	CCB
1401441000033116	4070011000001100	Syscor MR 20 tablets (Forest Laboratories UK Ltd)	Syscor MR 20 tablets	Modified-release tablet	Oral	Nisoldipine	20.000mg		200	Mono	Nisoldipine	CCB
1406341000033117	3691211000001101	Tarka modified-release capsules (Abbott Laboratories Ltd)	Tarka modified-release capsules	Modified-release capsule	Oral	Trandolapril/ Verapamil hydrochloride	2.000mg + 180.000mg		10000	Combo	Combo	Combo
1414941000033114	3142511000001102	Tenif 50mg/20mg modified-release capsules (AstraZeneca UK Ltd)	Tenif 50mg/20mg modified-release capsules	Modified-release capsule	Oral	Atenolol/ Nifedipine	50.000mg + 20.000mg	2040000	300000	Combo	Combo	Combo
1421241000033110	413111000001101	Tensipine MR 10 tablets (Genus Pharmaceuticals Ltd)	Tensipine MR 10 tablets	Modified-release tablet	Oral	Nifedipine	10.000mg	2060200	50000	Mono	Nifedipine	CCB
1421341000033117	385611000001104	Tensipine MR 20 tablets (Genus Pharmaceuticals Ltd)	Tensipine MR 20 tablets	Modified-release tablet	Oral	Nifedipine	20.000mg	2060200	50000	Mono	Nifedipine	CCB
1441741000033119	893111000001107	Tildiem LA 300 capsules (Sanofi)	Tildiem LA 300 capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	300.000mg	2060200	800000	6 month exclusion	Diltiazem	CCB
1441841000033112	261611000001107	Tildiem LA 200 capsules (Sanofi)	Tildiem LA 200 capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	200.000mg	2060200	1000000	6 month exclusion	Diltiazem	CCB
1442741000033113	383911000001109	Tildiem Retard 120mg tablets (Sanofi)	Tildiem Retard 120mg tablets	Modified-release tablet	Oral	Diltiazem hydrochloride	120.000mg	2060200	700000	6 month exclusion	Diltiazem	CCB
1442841000033115	103611000001105	Tildiem Retard 90mg tablets (Sanofi)	Tildiem Retard 90mg tablets	Modified-release tablet	Oral	Diltiazem hydrochloride	90.000mg	2060200	1000000	6 month exclusion	Diltiazem	CCB
1443841000033113	762011000001102	Tildiem 60mg modified-release tablets (Sanofi)	Tildiem 60mg modified-release tablets	Modified-release tablet	Oral	Diltiazem hydrochloride	60.000mg	2060200	600000	6 month exclusion	Diltiazem	CCB
1453941000033115	318925003	Trandolapril 1mg capsules	Trandolapril 1mg capsules	Capsule	Oral	Trandolapril	1.000mg	2050501	200000	ever exclusion	Trandolapril	ACE
1454041000033118	318926002	Trandolapril 2mg capsules	Trandolapril 2mg capsules	Capsule	Oral	Trandolapril	2.000mg	2050501	500000	ever exclusion	Trandolapril	ACE
1454141000033119	318924004	Trandolapril 500microgram capsules	Trandolapril 500microgram capsules	Capsule	Oral	Trandolapril	500.000microgram	2050501	60000	ever exclusion	Trandolapril	ACE
1455541000033110	111611000001109	Tritace 1.25mg capsules (Aventis Pharma)	Tritace 1.25mg capsules	Capsule	Oral	Ramipril	1.250mg	2050501	20000	ever exclusion	Ramipril	ACE
1455641000033111	835411000001105	Tritace 2.5mg capsules (Sanofi)	Tritace 2.5mg capsules	Capsule	Oral	Ramipril	2.500mg	2050501	30000	ever exclusion	Ramipril	ACE
1455741000033119	802311000001101	Tritace 5mg capsules (Sanofi)	Tritace 5mg capsules	Capsule	Oral	Ramipril	5.000mg	2050501	40000	ever exclusion	Ramipril	ACE
1487641000033112	NA	Unipine Xl M/R tablets 30 mg							1000	Mono	Nifedipine	CCB
1489541000033117	219711000001103	Univer 120mg modified-release capsules (Teva UK Ltd)	Univer 120mg modified-release capsules	Modified-release capsule	Oral	Verapamil hydrochloride	120.000mg	2060200	100000	Mono	Verapamil	Verapamil
1489641000033116	391811000001102	Univer 180mg modified-release capsules (Teva UK Ltd)	Univer 180mg modified-release capsules	Modified-release capsule	Oral	Verapamil hydrochloride	180.000mg	2060200	40000	Mono	Verapamil	Verapamil
1489741000033113	65411000001102	Univer 240mg modified-release capsules (Teva UK Ltd)	Univer 240mg modified-release capsules	Modified-release capsule	Oral	Verapamil hydrochloride	240.000mg	2060200	90000	Mono	Verapamil	Verapamil
1498241000033111	318963006	Valsartan 160mg capsules	Valsartan 160mg capsules	Capsule	Oral	Valsartan	160.000mg	2050502	2000000	Mono	Valsartan	ARB
1498341000033118	318961008	Valsartan 40mg capsules	Valsartan 40mg capsules	Capsule	Oral	Valsartan	40.000mg	2050502	900000	Mono	Valsartan	ARB
1498441000033112	318962001	Valsartan 80mg capsules	Valsartan 80mg capsules	Capsule	Oral	Valsartan	80.000mg	2050502	3000000	Mono	Valsartan	ARB
1503441000033113	3671311000001104	Vascace 5mg tablets (Roche Products Ltd)	Vascace 5mg tablets	Tablet	Oral	Cilazapril monohydrate	5.000mg		4000	ever exclusion	Cilazapril	ACE
1504641000033112	3669711000001105	Vascace 1mg tablets (Roche Products Ltd)	Vascace 1mg tablets	Tablet	Oral	Cilazapril monohydrate	1.000mg		7000	ever exclusion	Cilazapril	ACE
1504741000033115	3672411000001101	Vascace 2.5mg tablets (Roche Products Ltd)	Vascace 2.5mg tablets	Tablet	Oral	Cilazapril monohydrate	2.500mg		6000	ever exclusion	Cilazapril	ACE
1504941000033117	3740211000001108	Vascace 500microgram tablets (Roche Products Ltd)	Vascace 500microgram tablets	Tablet	Oral	Cilazapril monohydrate	500.000microgram		2000	ever exclusion	Cilazapril	ACE
1508641000033116	NA	Verapamil Hydrochloride Injection 2.5 mg/ml							80	Mono	Verapamil	Verapamil
1509041000033119	35367911000001104	Verapamil 120mg modified-release tablets	Verapamil 120mg modified-release tablets	Modified-release tablet	Oral	Verapamil hydrochloride	120.000mg	2060200	500000	Mono	Verapamil	Verapamil
1509141000033115	38750211000001104	Verapamil 240mg modified-release tablets	Verapamil 240mg modified-release tablets	Modified-release tablet	Oral	Verapamil hydrochloride	240.000mg	2060200	800000	Mono	Verapamil	Verapamil
1509841000033114	4139411000001106	Verapamil 40mg/5ml oral solution sugar free	Verapamil 40mg/5ml oral solution sugar free	Oral solution	Oral	Verapamil hydrochloride	8.000mg/1.000ml	2060200	8000	Mono	Verapamil	Verapamil
1511141000033118	36565011000001104	Verapamil 120mg modified-release capsules	Verapamil 120mg modified-release capsules	Modified-release capsule	Oral	Verapamil hydrochloride	120.000mg	2060200	500000	Mono	Verapamil	Verapamil
1511241000033113	36149411000001104	Verapamil 180mg modified-release capsules	Verapamil 180mg modified-release capsules	Modified-release capsule	Oral	Verapamil hydrochloride	180.000mg	2060200	100000	Mono	Verapamil	Verapamil
1511341000033115	39021011000001104	Verapamil 240mg modified-release capsules	Verapamil 240mg modified-release capsules	Modified-release capsule	Oral	Verapamil hydrochloride	240.000mg	2060200	400000	Mono	Verapamil	Verapamil
1511741000033119	NA	Verapamil Hydrochloride M/R capsules 240 mg							4000	Mono	Verapamil	Verapamil
1512941000033111	318206008	Verapamil 120mg tablets	Verapamil 120mg tablets	Tablet	Oral	Verapamil hydrochloride	120.000mg	2060200	400000	Mono	Verapamil	Verapamil
1513041000033118	NA	Verapamil Hydrochloride Tablets 240 mg							30000	Mono	Verapamil	Verapamil
1513141000033119	318248001	Verapamil 160mg tablets	Verapamil 160mg tablets	Tablet	Oral	Verapamil hydrochloride	160.000mg	2060200	70000	Mono	Verapamil	Verapamil
1513241000033114	318204006	Verapamil 40mg tablets	Verapamil 40mg tablets	Tablet	Oral	Verapamil hydrochloride	40.000mg	2060200	1000000	Mono	Verapamil	Verapamil
1513341000033116	318205007	Verapamil 80mg tablets	Verapamil 80mg tablets	Tablet	Oral	Verapamil hydrochloride	80.000mg	2060200	600000	Mono	Verapamil	Verapamil
1520141000033118	32311000001105	Viazem XL 120mg capsules (Thornton & Ross Ltd)	Viazem XL 120mg capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	120.000mg	2060200	100000	6 month exclusion	Diltiazem	CCB
1520241000033113	33211000001108	Viazem XL 180mg capsules (Thornton & Ross Ltd)	Viazem XL 180mg capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	180.000mg	2060200	200000	6 month exclusion	Diltiazem	CCB
1520341000033115	886511000001107	Viazem XL 240mg capsules (Thornton & Ross Ltd)	Viazem XL 240mg capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	240.000mg	2060200	100000	6 month exclusion	Diltiazem	CCB
1520441000033114	407011000001105	Viazem XL 300mg capsules (Thornton & Ross Ltd)	Viazem XL 300mg capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	300.000mg	2060200	80000	6 month exclusion	Diltiazem	CCB
1520541000033110	648211000001107	Viazem XL 360mg capsules (Thornton & Ross Ltd)	Viazem XL 360mg capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	360.000mg	2060200	100000	6 month exclusion	Diltiazem	CCB
1550841000033111	20011000001105	Zanidip 10mg tablets (Recordati Pharmaceuticals Ltd)	Zanidip 10mg tablets	Tablet	Oral	Lercanidipine hydrochloride	10.000mg	2060200	80000	Mono	Lercanidipine	CCB
1551841000033118	3144311000001101	Zestoretic 10 tablets (AstraZeneca UK Ltd)	Zestoretic 10 tablets	Tablet	Oral	Hydrochlorothiazide/ Lisinopril	12.500mg + 10.000mg	2050501	100000	Combo	Combo	Combo
1551941000033114	825311000001100	Zestril 10mg tablets (AstraZeneca UK Ltd)	Zestril 10mg tablets	Tablet	Oral	Lisinopril	10.000mg	2050501	300000	ever exclusion	Lisinopril	ACE
1552041000033115	593111000001108	Zestril 2.5mg tablets (AstraZeneca UK Ltd)	Zestril 2.5mg tablets	Tablet	Oral	Lisinopril	2.500mg	2050501	100000	ever exclusion	Lisinopril	ACE
1552141000033116	891711000001107	Zestril 20mg tablets (AstraZeneca UK Ltd)	Zestril 20mg tablets	Tablet	Oral	Lisinopril	20.000mg	2050501	200000	ever exclusion	Lisinopril	ACE
1552241000033111	823211000001109	Zestril 5mg tablets (AstraZeneca UK Ltd)	Zestril 5mg tablets	Tablet	Oral	Lisinopril	5.000mg	2050501	200000	ever exclusion	Lisinopril	ACE
1552341000033118	3143111000001100	Zestoretic 20 tablets (AstraZeneca UK Ltd)	Zestoretic 20 tablets	Tablet	Oral	Hydrochlorothiazide/ Lisinopril	12.500mg + 20.000mg	2050501	300000	Combo	Combo	Combo
1570441000033110	75111000001104	Angitil XL 240 capsules (Ethypharm UK Ltd)	Angitil XL 240 capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	240.000mg	2060200	60000	6 month exclusion	Diltiazem	CCB
1570541000033111	467111000001105	Angitil XL 300 capsules (Ethypharm UK Ltd)	Angitil XL 300 capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	300.000mg	2060200	70000	6 month exclusion	Diltiazem	CCB
1580841000033116	25911000001100	Cardilate MR 10mg tablets (Teva UK Ltd)	Cardilate MR 10mg tablets	Modified-release tablet	Oral	Nifedipine	10.000mg		5000	Mono	Nifedipine	CCB
1602341000033116	723811000001107	Dilcardia SR 120mg capsules (Viatris UK Healthcare Ltd)	Dilcardia SR 120mg capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	120.000mg	2060200	1000	6 month exclusion	Diltiazem	CCB
1602441000033110	937011000001101	Dilcardia SR 60mg capsules (Viatris UK Healthcare Ltd)	Dilcardia SR 60mg capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	60.000mg	2060200	7000	6 month exclusion	Diltiazem	CCB
1602541000033111	353011000001101	Dilcardia SR 90mg capsules (Viatris UK Healthcare Ltd)	Dilcardia SR 90mg capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	90.000mg	2060200	4000	6 month exclusion	Diltiazem	CCB
1622041000033110	777711000001105	Kaplon 12.5mg tablets (Teva UK Ltd)	Kaplon 12.5mg tablets	Tablet	Oral	Captopril	12.500mg	2050501	70	ever exclusion	Captopril	ACE
1622141000033114	477111000001100	Kaplon 25mg tablets (Teva UK Ltd)	Kaplon 25mg tablets	Tablet	Oral	Captopril	25.000mg	2050501	200	ever exclusion	Captopril	ACE
1622241000033119	572511000001102	Kaplon 50mg tablets (Teva UK Ltd)	Kaplon 50mg tablets	Tablet	Oral	Captopril	50.000mg	2050501	80	ever exclusion	Captopril	ACE
1661641000033116	527711000001108	Optil 60mg modified-release tablets (Opus Pharmaceuticals Ltd)	Optil 60mg modified-release tablets	Modified-release tablet	Oral	Diltiazem hydrochloride	60.000mg	2060200	1000	6 month exclusion	Diltiazem	CCB
1697641000033111	843411000001105	Slofedipine 20mg tablets (Sterwin Medicines)	Slofedipine 20mg tablets	Modified-release tablet	Oral	Nifedipine	20.000mg		100	Mono	Nifedipine	CCB
1724941000033113	162811000001100	Coracten XL 30mg capsules (UCB Pharma Ltd)	Coracten XL 30mg capsules	Modified-release capsule	Oral	Nifedipine	30.000mg	2060200	800000	Mono	Nifedipine	CCB
1725041000033113	3381511000001105	Coracten XL 60mg capsules (UCB Pharma Ltd)	Coracten XL 60mg capsules	Modified-release capsule	Oral	Nifedipine	60.000mg	2060200	500000	Mono	Nifedipine	CCB
1739741000033112	318944005	Imidapril 10mg tablets	Imidapril 10mg tablets	Tablet	Oral	Imidapril hydrochloride	10.000mg	2050501	60000	ever exclusion	Imidapril	ACE
1739841000033119	318943004	Imidapril 5mg tablets	Imidapril 5mg tablets	Tablet	Oral	Imidapril hydrochloride	5.000mg	2050501	30000	ever exclusion	Imidapril	ACE
1745041000033110	904011000001104	Nifedipress MR 10 tablets (Dexcel-Pharma Ltd)	Nifedipress MR 10 tablets	Modified-release tablet	Oral	Nifedipine	10.000mg	2060200	60000	Mono	Nifedipine	CCB
1745141000033114	619111000001101	Nifedipress MR 20 tablets (Dexcel-Pharma Ltd)	Nifedipress MR 20 tablets	Modified-release tablet	Oral	Nifedipine	20.000mg		50000	Mono	Nifedipine	CCB
1752941000033115	2882011000001104	Slofedipine XL 30mg tablets (Zentiva Pharma UK Ltd)	Slofedipine XL 30mg tablets	Modified-release tablet	Oral	Nifedipine	30.000mg		8000	Mono	Nifedipine	CCB
1753041000033113	630411000001107	Slofedipine XL 60 tablets (Zentiva Pharma UK Ltd)	Slofedipine XL 60 tablets	Modified-release tablet	Oral	Nifedipine	60.000mg		3000	Mono	Nifedipine	CCB
1753841000033118	680811000001102	Tanatril 10mg tablets (Northumbria Pharma Ltd)	Tanatril 10mg tablets	Tablet	Oral	Imidapril hydrochloride	10.000mg	2050501	2000	ever exclusion	Imidapril	ACE
1753941000033114	797911000001103	Tanatril 5mg tablets (Northumbria Pharma Ltd)	Tanatril 5mg tablets	Tablet	Oral	Imidapril hydrochloride	5.000mg	2050501	2000	ever exclusion	Imidapril	ACE
1754841000033116	675611000001104	Vertab SR 240 tablets (Chiesi Ltd)	Vertab SR 240 tablets	Modified-release tablet	Oral	Verapamil hydrochloride	240.000mg	2060200	70000	Mono	Verapamil	Verapamil
1766341000033113	881811000001100	Adalat LA 20mg tablets (Bayer Plc)	Adalat LA 20mg tablets	Modified-release tablet	Oral	Nifedipine	20.000mg	2060200	1000000	Mono	Nifedipine	CCB
1769841000033111	318906001	Ramipril 10mg capsules	Ramipril 10mg capsules	Capsule	Oral	Ramipril	10.000mg	2050501	40000000	ever exclusion	Ramipril	ACE
1769941000033115	43711000001100	Tritace 10mg capsules (Sanofi)	Tritace 10mg capsules	Capsule	Oral	Ramipril	10.000mg	2050501	6000	ever exclusion	Ramipril	ACE
